Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
1.42666, 6.42595e-06, 2.22865, 1033.1, 0.903131
1.47207, 6.68499e-06, 1.98503, 1031.71, 0.852968
1.52144, 6.78891e-06, 2.5573, 1031.09, 0.969257
1.56426, 7.05361e-06, 1.9803, 1029.44, 0.853863
1.6107, 7.15462e-06, 2.24619, 1028.6, 0.91075
1.65091, 7.41242e-06, 1.50492, 1026.86, 0.746542
1.69444, 7.52182e-06, 1.49668, 1025.81, 0.745931
1.71847, 7.67481e-06, 1.88767, 1025.61, 0.838759
1.7601, 7.77174e-06, 1.63954, 1024.36, 0.783306
1.80514, 8.07311e-06, 2.07706, 1023.69, 0.881284
1.84386, 8.16194e-06, 1.56644, 1022.26, 0.767535
1.88574, 8.45857e-06, 1.7461, 1021.4, 0.810306
1.93078, 8.57499e-06, 2.76495, 1021.35, 1.02005
1.9695, 8.89976e-06, 2.69945, 1020.3, 1.00852
2.00272, 8.96737e-06, 1.50956, 1018.31, 0.757007
2.03865, 9.25634e-06, 1.28635, 1017.18, 0.699449
2.07723, 9.3787e-06, 1.59137, 1016.53, 0.77883
2.1104, 9.66687e-06, 1.17703, 1015.26, 0.670798
2.14601, 9.78858e-06, 1.28018, 1014.47, 0.700727
2.18434, 1.01328e-05, 1.99411, 1014.17, 0.873482
2.21702, 1.0222e-05, 1.89992, 1013.24, 0.854298
2.25222, 1.05855e-05, 2.61943, 1013.01, 1.00273
2.28223, 1.06523e-05, 2.17549, 1011.78, 0.915852
2.31458, 1.10205e-05, 2.64566, 1011.35, 1.01
