Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
1481.7, 25.3367, 2891.85, 876535, 3.67061
1480.35, 25.4384, 2715.4, 876075, 4.00504
1466.71, 25.5149, 2802.86, 876017, 4.74832
1462.23, 25.6155, 2804.99, 875630, 5.16339
1460.9, 25.736, 2633.6, 875180, 5.01799
1459.17, 25.8622, 2917.78, 875154, 5.64303
1467.34, 26.0377, 2885.56, 874836, 5.56283
1480.66, 26.2308, 2641.49, 874331, 5.53968
1498.79, 26.4299, 2800.18, 874303, 3.54084
1483.28, 26.5152, 2554.71, 873703, 4.1093
1475.11, 26.6173, 2569.47, 873518, 4.51819
1463.55, 26.6658, 2366.74, 873161, 4.64999
1452.31, 26.7172, 2481.79, 872952, 5.14107
1445.44, 26.801, 2844.01, 872894, 6.1958
1449.54, 26.9497, 2957.18, 872764, 7.19465
1488.56, 27.2124, 3072, 872690, 3.34302
1478.84, 27.4122, 3205.54, 872350, 4.26296
1481.69, 27.5648, 3131.6, 871968, 4.72022
1527.55, 27.9557, 3465.05, 871934, 5.67392
1502.64, 28.0096, 3126.68, 871411, 5.95443
1492.83, 28.0853, 2735.82, 870708, 5.43308
1478.86, 28.1477, 2629.39, 870349, 5.71008
1471.78, 28.2218, 2421.88, 869954, 5.19545
1461.99, 28.2899, 2371.48, 869616, 5.2836
1455.22, 28.379, 2592.18, 869551, 6.05122
1450.27, 28.4708, 2399.89, 869159, 5.86948
1450.4, 28.6114, 2603.3, 869033, 6.44548
1445.9, 28.6893, 2580.75, 868772, 6.23173
1451.11, 28.8429, 2424.52, 868307, 5.29183
1448.16, 28.9694, 2683.19, 868285, 6.83941
1448.58, 29.0665, 2628.35, 868048, 5.58349
1448.11, 29.1966, 2904.49, 868021, 6.91518
1459.11, 29.3912, 2904.59, 867716, 7.22239
1455.34, 29.4837, 2582.01, 867162, 6.31308
1459.85, 29.6612, 2740.94, 867008, 6.28626
1463.29, 29.8357, 2848.03, 866837, 7.99053
1464, 29.8814, 2688.21, 866491, 4.40729
1456.4, 29.9993, 2883.53, 866315, 5.92831
1448.97, 30.0947, 2978.1, 866149, 7.25677
1442.86, 30.1735, 3011.06, 865851, 7.52827
1440.16, 30.2645, 2564.53, 865196, 6.54983
1436.39, 30.3304, 2424.56, 864830, 4.87971
1433.49, 30.4359, 2437.96, 864592, 5.55431
1430.09, 30.5217, 2418.28, 864377, 5.44039
1427.93, 30.6242, 2519.31, 864313, 6.01968
1424.96, 30.7058, 2439.78, 863943, 5.55123
1424.32, 30.8145, 2544.64, 863794, 5.86661
1423.72, 30.9135, 2529.85, 863406, 5.44012
1422.73, 31.0315, 2706.82, 863087, 5.69647
1422.12, 31.1591, 2884.38, 862987, 6.77588
1421.59, 31.2148, 2824.58, 862801, 3.61583
1421.73, 31.2394, 2896.74, 862792, 3.22201
1419.63, 31.3829, 2643.07, 862375, 3.97898
